,pkSeqID,stime,flgs,flgs_number,proto,proto_number,saddr,sport,daddr,dport,pkts,bytes,state,state_number,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack,category,subcategory
1650482,1650482,1528102931,e s,2,tcp,1,192.168.100.148,55506,192.168.100.3,80,18,5460,RST,1,1528102984,368,52.92609,0.475336,1.164315,3.327355,0,3.327314,14,4,4694,766,0.321203,0.245626,0.081418,37745,173759,196,1005,1003,1003,0.211536,0.324994,100,18,0.340097,0.324994,1003,194,1,1,1
1650483,1650483,1528102931,e s,2,tcp,1,192.168.100.148,55508,192.168.100.3,80,12,1848,RST,1,1528102984,369,52.925659,1.263897,1.78742,3.791691,0,3.791691,8,4,1082,766,0.207839,0.132261,0.339411,37745,173759,196,1005,1003,1003,0.211536,0.324994,100,18,0.226733,0.324994,1003,194,1,1,1
1650484,1650484,1528102928,e,1,tcp,1,192.168.100.150,54282,192.168.100.3,80,10,1786,RST,1,1528102982,239,54.435425,2.80E-05,4.30E-05,0.00011,0,0.000102,6,4,1020,766,0.165334,0.091852,0.275202,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183704,0.324994,1003,459,1,1,1
1650485,1650485,1528102928,e,1,tcp,1,192.168.100.150,54284,192.168.100.3,80,10,1510,RST,1,1528102982,240,54.435162,2.80E-05,4.80E-05,0.00011,0,0.00011,6,4,744,766,0.165334,0.091852,0.275108,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183705,0.324994,1003,459,1,1,1
1650486,1650486,1528102928,e,1,tcp,1,192.168.100.150,54286,192.168.100.3,80,10,1763,RST,1,1528102982,241,54.434578,2.50E-05,4.40E-05,0.000101,0,0.000101,6,4,997,766,0.165336,0.091853,0.275123,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183707,0.324994,1003,459,1,1,1
1650487,1650487,1528102928,e,1,tcp,1,192.168.100.150,54288,192.168.100.3,80,10,1852,RST,1,1528102982,242,54.433853,3.40E-05,5.80E-05,0.000135,0,0.000135,6,4,1086,766,0.165338,0.091855,0.274938,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183709,0.324994,1003,459,1,1,1
1650488,1650488,1528102928,e,1,tcp,1,192.168.100.150,54290,192.168.100.3,80,10,1553,RST,1,1528102982,243,54.433434,2.80E-05,4.80E-05,0.00011,0,0.00011,6,4,787,766,0.16534,0.091855,0.274951,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183711,0.324994,1003,459,1,1,1
1650489,1650489,1528102928,e,1,tcp,1,192.168.100.150,54292,192.168.100.3,80,10,1635,RST,1,1528102982,244,54.432858,5.20E-05,9.00E-05,0.000207,0,0.000207,6,4,869,766,0.165341,0.091856,0.274965,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183713,0.324994,1003,459,1,1,1
1650490,1650490,1528102928,e,1,tcp,1,192.168.100.150,54294,192.168.100.3,80,10,1562,RST,1,1528102982,245,54.432362,2.90E-05,5.00E-05,0.000116,0,0.000116,6,4,796,766,0.165343,0.091857,0.274978,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183714,0.324994,1003,459,1,1,1
1650491,1650491,1528102928,e,1,tcp,1,192.168.100.150,54296,192.168.100.3,80,10,1598,RST,1,1528102982,246,54.431919,3.00E-05,5.10E-05,0.000118,0,0.000118,6,4,832,766,0.165344,0.091858,0.27479,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183716,0.324994,1003,459,1,1,1
1650492,1650492,1528102928,e,1,tcp,1,192.168.100.150,54298,192.168.100.3,80,10,1711,RST,1,1528102982,247,54.431377,3.00E-05,5.20E-05,0.000119,0,0.000119,6,4,945,766,0.165346,0.091859,0.274804,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183718,0.324994,1003,459,1,1,1
1650493,1650493,1528102928,e,1,tcp,1,192.168.100.150,54300,192.168.100.3,80,10,1547,RST,1,1528102982,248,54.430954,3.00E-05,5.20E-05,0.00012,0,0.00012,6,4,781,766,0.165347,0.091859,0.274815,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183719,0.324994,1003,459,1,1,1
1650494,1650494,1528102928,e,1,tcp,1,192.168.100.150,54302,192.168.100.3,80,10,1602,RST,1,1528102982,249,54.430576,2.80E-05,4.90E-05,0.000113,0,0.000113,6,4,836,766,0.165348,0.09186,0.274724,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.18372,0.324994,1003,459,1,1,1
1650495,1650495,1528102928,e,1,tcp,1,192.168.100.150,54304,192.168.100.3,80,10,1561,RST,1,1528102982,250,54.430206,2.70E-05,4.70E-05,0.000109,0,0.000109,6,4,795,766,0.165349,0.091861,0.274633,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183722,0.324994,1003,459,1,1,1
1650496,1650496,1528102928,e,1,tcp,1,192.168.100.150,54306,192.168.100.3,80,10,1653,RST,1,1528102982,251,54.429646,3.10E-05,5.40E-05,0.000125,0,0.000125,6,4,887,766,0.165351,0.091862,0.274447,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183723,0.324994,1003,459,1,1,1
1650497,1650497,1528102928,e,1,tcp,1,192.168.100.150,54308,192.168.100.3,80,10,1568,RST,1,1528102982,252,54.429222,2.60E-05,4.50E-05,0.000104,0,0.000104,6,4,802,766,0.165352,0.091862,0.274457,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183725,0.324994,1003,459,1,1,1
1650498,1650498,1528102928,e,1,tcp,1,192.168.100.150,54310,192.168.100.3,80,10,1546,RST,1,1528102982,253,54.428806,2.50E-05,4.30E-05,0.0001,0,0.0001,6,4,780,766,0.165354,0.091863,0.274367,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183726,0.324994,1003,459,1,1,1
1650499,1650499,1528102928,e,1,tcp,1,192.168.100.150,54312,192.168.100.3,80,10,1562,RST,1,1528102982,254,54.428421,2.60E-05,4.40E-05,0.000102,0,0.000102,6,4,796,766,0.165355,0.091864,0.273875,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183728,0.324994,1003,459,1,1,1
1650500,1650500,1528102928,e,1,tcp,1,192.168.100.150,54314,192.168.100.3,80,10,1633,RST,1,1528102982,255,54.428032,2.60E-05,4.40E-05,0.000102,0,0.000102,6,4,867,766,0.165356,0.091864,0.273885,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183729,0.324994,1003,459,1,1,1
1650501,1650501,1528102928,e,1,tcp,1,192.168.100.150,54316,192.168.100.3,80,10,1525,RST,1,1528102982,256,54.427742,2.60E-05,4.50E-05,0.000104,0,0.000104,6,4,759,766,0.165357,0.091865,0.273892,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.18373,0.237264,990,540,1,1,1
1650502,1650502,1528102928,e,1,tcp,1,192.168.100.150,54318,192.168.100.3,80,10,1480,RST,1,1528102982,257,54.427464,2.70E-05,4.20E-05,0.000109,0,0.0001,6,4,714,766,0.165358,0.091865,0.273801,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183731,0.237264,990,540,1,1,1
1650503,1650503,1528102927,e,1,tcp,1,192.168.100.147,57148,192.168.100.3,80,10,1464,RST,1,1528102935,200,7.899202,1.427841,0.450739,2.855683,0.977103,1.87858,6,4,698,766,1.139356,0.632975,0.433395,39137,165182,227,990,990,990,1.21895,0.237264,100,25,1.26595,0.237264,990,227,1,1,1
1650504,1650504,1528102927,e,1,tcp,1,192.168.100.147,57150,192.168.100.3,80,10,1639,RST,1,1528102935,201,7.898883,1.428049,0.450938,2.856099,0.977112,1.878987,6,4,873,766,1.139402,0.633001,0.433415,39137,165182,227,990,990,990,1.21895,0.237264,100,25,1.266,0.237264,990,227,1,1,1
1650505,1650505,1528102927,e,1,tcp,1,192.168.100.147,57152,192.168.100.3,80,10,1505,RST,1,1528102935,202,7.898666,1.426301,0.453216,2.852602,0.973085,1.879517,6,4,739,766,1.139433,0.633018,0.433177,39137,165182,227,990,990,990,1.21895,0.237264,100,25,1.26604,0.237264,990,227,1,1,1
1650506,1650506,1528102927,e,1,tcp,1,192.168.100.147,57154,192.168.100.3,80,10,1763,RST,1,1528102935,203,7.898254,1.426449,0.453335,2.852898,0.973114,1.879784,6,4,997,766,1.139492,0.633051,0.433204,39137,165182,227,990,990,990,1.21895,0.237264,100,25,1.2661,0.237264,990,227,1,1,1
1650507,1650507,1528102927,e,1,tcp,1,192.168.100.147,57156,192.168.100.3,80,10,1649,RST,1,1528102935,204,7.89796,1.42694,0.457776,2.85388,0.969164,1.884716,6,4,883,766,1.139535,0.633075,0.432976,39137,165182,227,990,990,990,1.21895,0.237264,100,25,1.26615,0.237264,990,227,1,1,1
1650508,1650508,1528102927,e,1,tcp,1,192.168.100.147,57158,192.168.100.3,80,10,1676,RST,1,1528102935,205,7.897641,1.427166,0.457978,2.854331,0.969187,1.885144,6,4,910,766,1.139581,0.6331,0.432997,39137,165182,227,990,990,990,1.21895,0.237264,100,25,1.2662,0.237264,990,227,1,1,1
1650509,1650509,1528102927,e,1,tcp,1,192.168.100.147,57160,192.168.100.3,80,10,1695,RST,1,1528102935,206,7.897344,1.427379,0.458171,2.854759,0.969208,1.885551,6,4,929,766,1.139624,0.633124,0.433017,39137,165182,227,990,990,990,1.21895,0.237264,100,25,1.26625,0.237264,990,227,1,1,1
1650510,1650510,1528102927,e,1,tcp,1,192.168.100.147,57162,192.168.100.3,80,10,1623,RST,1,1528102935,207,7.897105,1.425699,0.460466,2.851399,0.965234,1.886165,6,4,857,766,1.139658,0.633143,0.432784,39137,165182,227,990,990,990,1.21895,0.237264,100,25,1.26629,0.237264,990,227,1,1,1
1650511,1650511,1528102927,e,1,tcp,1,192.168.100.147,57168,192.168.100.3,80,10,1593,RST,1,1528102935,210,7.896372,1.426151,0.464868,2.852301,0.961282,1.891019,6,4,827,766,1.139764,0.633202,0.432583,39137,165182,227,990,990,990,1.21895,0.237264,100,25,1.2664,0.237264,990,227,1,1,1
1650512,1650512,1528102927,e,1,tcp,1,192.168.100.147,57166,192.168.100.3,80,10,1621,RST,1,1528102935,209,7.896603,1.426437,0.465166,2.852874,0.961271,1.891603,6,4,855,766,1.139731,0.633184,0.432568,39137,165182,227,990,990,990,1.21895,0.237264,100,25,1.26637,0.237264,990,227,1,1,1
1650513,1650513,1528102927,e,1,tcp,1,192.168.100.147,57164,192.168.100.3,80,10,1622,RST,1,1528102935,208,7.89685,1.425977,0.464735,2.851955,0.961243,1.890712,6,4,856,766,1.139695,0.633164,0.43255,39137,165182,227,990,990,990,1.21895,0.237264,100,25,1.26633,0.237264,990,227,1,1,1
1650514,1650514,1528102927,e,1,tcp,1,192.168.100.147,57170,192.168.100.3,80,10,1548,RST,1,1528102935,211,7.896201,1.426627,0.4653,2.853254,0.961327,1.891927,6,4,782,766,1.139789,0.633216,0.432596,39137,165182,227,990,990,990,1.21895,0.237264,100,25,1.26643,0.237264,990,227,1,1,1
1650515,1650515,1528102927,e,1,tcp,1,192.168.100.147,57172,192.168.100.3,80,10,1438,RST,1,1528102935,212,7.896022,1.425899,0.472594,2.851797,0.953304,1.898493,6,4,672,766,1.139814,0.63323,0.432107,39137,165182,227,990,990,990,1.21895,0.237264,100,25,1.26646,0.237264,990,227,1,1,1
1650516,1650516,1528102928,e,1,tcp,1,192.168.100.150,54238,192.168.100.3,80,10,1616,RST,1,1528102982,217,54.44437,0.349499,0.494266,1.048497,0,1.048497,6,4,850,766,0.165306,0.091837,0.492259,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183674,0.237264,990,540,1,1,1
1650517,1650517,1528102928,e,1,tcp,1,192.168.100.150,54240,192.168.100.3,80,10,1582,RST,1,1528102982,218,54.444092,0.35193,0.497704,1.055789,0,1.055789,6,4,816,766,0.165307,0.091837,0.491641,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183675,0.237264,990,540,1,1,1
1650518,1650518,1528102928,e,1,tcp,1,192.168.100.150,54242,192.168.100.3,80,10,1682,RST,1,1528102982,219,54.44355,0.352176,0.498052,1.056527,0,1.056527,6,4,916,766,0.165309,0.091838,0.491685,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183676,0.237264,990,540,1,1,1
1650519,1650519,1528102928,e,1,tcp,1,192.168.100.150,54244,192.168.100.3,80,10,1548,RST,1,1528102982,220,54.443272,0.352516,0.498532,1.057547,0,1.057547,6,4,782,766,0.16531,0.091839,0.490424,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183677,0.237264,990,540,1,1,1
1650520,1650520,1528102928,e,1,tcp,1,192.168.100.150,54246,192.168.100.3,80,10,1488,RST,1,1528102982,221,54.442989,0.354169,0.50087,1.062506,0,1.062506,6,4,722,766,0.165311,0.091839,0.490447,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183678,0.237264,990,540,1,1,1
1650521,1650521,1528102928,e,1,tcp,1,192.168.100.150,54248,192.168.100.3,80,10,1689,RST,1,1528102982,222,54.44249,0.354246,0.500979,1.062737,0,1.062737,6,4,923,766,0.165312,0.09184,0.490487,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.18368,0.237264,990,540,1,1,1
1650522,1650522,1528102928,e,1,tcp,1,192.168.100.150,54250,192.168.100.3,80,10,1528,RST,1,1528102982,223,54.442093,0.354365,0.501148,1.063096,0,1.063096,6,4,762,766,0.165313,0.091841,0.490519,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183681,0.237264,990,540,1,1,1
1650523,1650523,1528102928,e,1,tcp,1,192.168.100.150,54252,192.168.100.3,80,10,1768,RST,1,1528102982,224,54.441578,0.354433,0.501244,1.0633,0,1.0633,6,4,1002,766,0.165315,0.091842,0.490562,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183683,0.237264,990,540,1,1,1
1650524,1650524,1528102928,e,1,tcp,1,192.168.100.150,54254,192.168.100.3,80,10,1568,RST,1,1528102982,225,54.441147,0.356285,0.503863,1.068855,0,1.068855,6,4,802,766,0.165316,0.091842,0.490597,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183685,0.237264,990,540,1,1,1
1650525,1650525,1528102928,e,1,tcp,1,192.168.100.150,54256,192.168.100.3,80,10,1518,RST,1,1528102982,226,54.440807,0.356444,0.504088,1.069332,0,1.069332,6,4,752,766,0.165317,0.091843,0.490627,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183686,0.237264,990,540,1,1,1
1650526,1650526,1528102934,e,1,tcp,1,192.168.100.148,55510,192.168.100.3,80,10,1676,RST,1,1528102984,370,49.885895,0.250702,0.354547,0.752107,0,0.752107,6,4,910,766,0.180412,0.100229,0.517323,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.200457,0.237264,990,223,1,1,1
1650527,1650527,1528102934,e,1,tcp,1,192.168.100.148,55512,192.168.100.3,80,10,1615,RST,1,1528102984,371,49.885429,0.250614,0.354422,0.751842,0,0.751842,6,4,849,766,0.180413,0.10023,0.517366,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.200459,0.237264,990,223,1,1,1
1650528,1650528,1528102934,e,1,tcp,1,192.168.100.148,55514,192.168.100.3,80,10,1770,RST,1,1528102984,372,49.884949,0.250502,0.354264,0.751507,0,0.751507,6,4,1004,766,0.180415,0.100231,0.517411,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.200461,0.237264,990,223,1,1,1
1650529,1650529,1528102934,e,1,tcp,1,192.168.100.148,55516,192.168.100.3,80,10,1576,RST,1,1528102984,373,49.884693,0.250465,0.354211,0.751395,0,0.751395,6,4,810,766,0.180416,0.100231,0.517436,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.200462,0.237264,990,223,1,1,1
1650530,1650530,1528102934,e,1,tcp,1,192.168.100.148,55518,192.168.100.3,80,10,1568,RST,1,1528102984,374,49.884445,0.25048,0.354233,0.751441,0,0.751441,6,4,802,766,0.180417,0.100232,0.517459,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.200463,0.237264,990,223,1,1,1
1650531,1650531,1528102934,e,1,tcp,1,192.168.100.148,55520,192.168.100.3,80,10,1669,RST,1,1528102984,375,49.884079,0.25045,0.354189,0.751349,0,0.751349,6,4,903,766,0.180418,0.100232,0.517494,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.200465,0.237264,990,223,1,1,1
1650532,1650532,1528102934,e,1,tcp,1,192.168.100.148,55522,192.168.100.3,80,10,1690,RST,1,1528102984,376,49.88372,0.250351,0.35405,0.751054,0,0.751054,6,4,924,766,0.18042,0.100233,0.517525,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.200466,0.237264,990,223,1,1,1
1650533,1650533,1528102934,e,1,tcp,1,192.168.100.148,55524,192.168.100.3,80,10,1545,RST,1,1528102984,377,49.88345,0.250353,0.354053,0.75106,0,0.75106,6,4,779,766,0.180421,0.100234,0.517552,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.200467,0.237264,990,223,1,1,1
1650534,1650534,1528102934,e,1,tcp,1,192.168.100.148,55526,192.168.100.3,80,10,1499,RST,1,1528102984,378,49.883247,0.251004,0.354973,0.753011,0,0.753011,6,4,733,766,0.180421,0.100234,0.517212,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.200468,0.237264,990,223,1,1,1
1650535,1650535,1528102934,e,1,tcp,1,192.168.100.148,55528,192.168.100.3,80,10,1598,RST,1,1528102984,379,49.882923,0.250956,0.354905,0.752868,0,0.752868,6,4,832,766,0.180422,0.100235,0.517243,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.200469,0.237264,990,223,1,1,1
1650536,1650536,1528102934,e,1,tcp,1,192.168.100.148,55530,192.168.100.3,80,10,1593,RST,1,1528102984,380,49.882652,0.250962,0.354914,0.752887,0,0.752887,6,4,827,766,0.180423,0.100235,0.51727,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.20047,0.237264,990,223,1,1,1
1650537,1650537,1528102934,e,1,tcp,1,192.168.100.148,55532,192.168.100.3,80,10,1525,RST,1,1528102984,381,49.882439,0.250968,0.354922,0.752904,0,0.752904,6,4,759,766,0.180424,0.100236,0.517288,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.200471,0.237264,990,223,1,1,1
1650538,1650538,1528102934,e,1,tcp,1,192.168.100.148,55534,192.168.100.3,80,10,1703,RST,1,1528102984,382,49.882069,0.250923,0.354858,0.752768,0,0.752768,6,4,937,766,0.180426,0.100236,0.517324,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.200473,0.237264,990,223,1,1,1
1650539,1650539,1528102934,e,1,tcp,1,192.168.100.148,55536,192.168.100.3,80,10,1707,RST,1,1528102984,383,49.881767,0.250885,0.354804,0.752654,0,0.752654,6,4,941,766,0.180427,0.100237,0.517352,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.200474,0.237264,990,223,1,1,1
1650540,1650540,1528102934,e,1,tcp,1,192.168.100.148,55538,192.168.100.3,80,10,1551,RST,1,1528102984,384,49.881546,0.250893,0.354816,0.752678,0,0.752678,6,4,785,766,0.180427,0.100237,0.517372,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.200475,0.237264,990,223,1,1,1
1650541,1650541,1528102934,e,1,tcp,1,192.168.100.148,55540,192.168.100.3,80,10,1628,RST,1,1528102984,385,49.881245,0.250862,0.354773,0.752587,0,0.752587,6,4,862,766,0.180429,0.100238,0.517402,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.200476,0.237264,990,223,1,1,1
1650542,1650542,1528102934,e,1,tcp,1,192.168.100.148,55542,192.168.100.3,80,10,1578,RST,1,1528102984,386,49.88102,0.251505,0.355682,0.754516,0,0.754516,6,4,812,766,0.180429,0.100239,0.517073,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.200477,0.237264,990,223,1,1,1
1650543,1650543,1528102934,e,1,tcp,1,192.168.100.148,55544,192.168.100.3,80,10,1553,RST,1,1528102984,387,49.880768,0.251464,0.355624,0.754393,0,0.754393,6,4,787,766,0.18043,0.100239,0.517099,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.200478,0.237264,990,223,1,1,1
1650544,1650544,1528102934,e s,2,tcp,1,192.168.100.148,55546,192.168.100.3,80,13,2764,RST,1,1528102984,388,49.880543,0.206375,0.357452,0.825501,0,0.825501,9,4,1998,766,0.240575,0.160383,0.234424,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.260623,0.237264,990,223,1,1,1
1650545,1650545,1528102934,e s,2,tcp,1,192.168.100.148,55548,192.168.100.3,80,13,3176,RST,1,1528102984,389,49.880234,0.206291,0.357306,0.825163,0,0.825163,9,4,2410,766,0.240576,0.160384,0.23443,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.260624,0.237264,990,223,1,1,1
1650546,1650546,1528102934,e s,2,tcp,1,192.168.100.148,55550,192.168.100.3,80,17,3740,RST,1,1528102984,390,49.880051,0.862611,1.725196,4.313055,0,4.313004,13,4,2974,766,0.32077,0.240577,0.161284,38724,165182,223,990,990,990,0.21288,0.237264,100,21,0.340818,0.237264,990,223,1,1,1
1650547,1650547,1528102928,e,1,tcp,1,192.168.100.150,54320,192.168.100.3,80,10,1577,RST,1,1528102982,258,54.427143,2.40E-05,4.20E-05,9.60E-05,0,9.60E-05,6,4,811,766,0.165359,0.091866,0.249739,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183732,0.237264,990,540,1,1,1
1650548,1650548,1528102928,e,1,tcp,1,192.168.100.150,54322,192.168.100.3,80,10,1713,RST,1,1528102982,259,54.426601,2.50E-05,4.40E-05,0.000101,0,0.000101,6,4,947,766,0.16536,0.091867,0.249668,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183734,0.237264,990,540,1,1,1
1650549,1650549,1528102928,e,1,tcp,1,192.168.100.150,54324,192.168.100.3,80,10,1742,RST,1,1528102982,260,54.425911,2.80E-05,4.80E-05,0.000111,0,0.000111,6,4,976,766,0.165362,0.091868,0.249349,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183736,0.237264,990,540,1,1,1
1650550,1650550,1528102928,e,1,tcp,1,192.168.100.150,54326,192.168.100.3,80,10,1580,RST,1,1528102982,261,54.425556,3.60E-05,6.30E-05,0.000145,0,0.000145,6,4,814,766,0.165363,0.091869,0.249356,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183737,0.237264,990,540,1,1,1
1650551,1650551,1528102928,e,1,tcp,1,192.168.100.150,54328,192.168.100.3,80,10,1680,RST,1,1528102982,262,54.424931,2.90E-05,5.00E-05,0.000115,0,0.000115,6,4,914,766,0.165365,0.09187,0.249284,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183739,0.237264,990,540,1,1,1
1650552,1650552,1528102928,e,1,tcp,1,192.168.100.150,54330,192.168.100.3,80,10,1572,RST,1,1528102982,263,54.424587,2.90E-05,5.00E-05,0.000115,0,0.000115,6,4,806,766,0.165366,0.09187,0.249292,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.18374,0.237264,990,540,1,1,1
1650553,1650553,1528102928,e,1,tcp,1,192.168.100.150,54332,192.168.100.3,80,10,1704,RST,1,1528102982,264,54.424122,3.10E-05,5.40E-05,0.000125,0,0.000125,6,4,938,766,0.165368,0.091871,0.249303,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183742,0.237264,990,540,1,1,1
1650554,1650554,1528102928,e,1,tcp,1,192.168.100.150,54334,192.168.100.3,80,10,1604,RST,1,1528102982,265,54.423634,3.00E-05,5.20E-05,0.00012,0,0.00012,6,4,838,766,0.165369,0.091872,0.249313,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183744,0.237264,990,540,1,1,1
1650555,1650555,1528102928,e,1,tcp,1,192.168.100.150,54336,192.168.100.3,80,10,1653,RST,1,1528102982,266,54.423172,3.10E-05,5.40E-05,0.000124,0,0.000124,6,4,887,766,0.165371,0.091873,0.249322,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183745,0.237264,990,540,1,1,1
1650556,1650556,1528102928,e,1,tcp,1,192.168.100.150,54338,192.168.100.3,80,10,1703,RST,1,1528102982,267,54.422581,3.00E-05,5.20E-05,0.00012,0,0.00012,6,4,937,766,0.165373,0.091874,0.249255,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183747,0.237264,990,540,1,1,1
1650557,1650557,1528102928,e,1,tcp,1,192.168.100.150,54340,192.168.100.3,80,10,1506,RST,1,1528102982,268,54.422249,2.90E-05,5.00E-05,0.000115,0,0.000115,6,4,740,766,0.165374,0.091874,0.249262,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183748,0.237264,990,540,1,1,1
1650558,1650558,1528102928,e,1,tcp,1,192.168.100.150,54342,192.168.100.3,80,10,1769,RST,1,1528102982,269,54.421631,2.60E-05,4.50E-05,0.000105,0,0.000105,6,4,1003,766,0.165375,0.091875,0.249275,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.18375,0.237264,990,540,1,1,1
1650559,1650559,1528102928,e,1,tcp,1,192.168.100.150,54344,192.168.100.3,80,10,1518,RST,1,1528102982,270,54.421284,2.60E-05,4.50E-05,0.000105,0,0.000105,6,4,752,766,0.165376,0.091876,0.249282,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183752,0.237264,990,540,1,1,1
1650560,1650560,1528102928,e,1,tcp,1,192.168.100.150,54346,192.168.100.3,80,10,1506,RST,1,1528102982,271,54.42104,2.50E-05,4.30E-05,9.90E-05,0,9.90E-05,6,4,740,766,0.165377,0.091876,0.249288,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183752,0.237264,990,540,1,1,1
1650561,1650561,1528102928,e,1,tcp,1,192.168.100.150,54348,192.168.100.3,80,10,1646,RST,1,1528102982,272,54.420647,2.60E-05,4.50E-05,0.000105,0,0.000105,6,4,880,766,0.165378,0.091877,0.249296,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183754,0.237264,990,540,1,1,1
1650562,1650562,1528102928,e,1,tcp,1,192.168.100.150,54350,192.168.100.3,80,10,1545,RST,1,1528102982,273,54.420261,2.50E-05,4.20E-05,0.000101,0,9.80E-05,6,4,779,766,0.16538,0.091878,0.249221,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183755,0.237264,990,540,1,1,1
1650563,1650563,1528102928,e,1,tcp,1,192.168.100.150,54352,192.168.100.3,80,10,1771,RST,1,1528102982,274,54.419586,2.80E-05,4.80E-05,0.000111,0,0.000111,6,4,1005,766,0.165382,0.091879,0.249235,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183757,0.237264,990,540,1,1,1
1650564,1650564,1528102928,e,1,tcp,1,192.168.100.150,54354,192.168.100.3,80,10,1807,RST,1,1528102982,275,54.418953,3.40E-05,5.80E-05,0.000134,0,0.000134,6,4,1041,766,0.165384,0.09188,0.249248,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.18376,0.237264,990,540,1,1,1
1650565,1650565,1528102928,e,1,tcp,1,192.168.100.150,54356,192.168.100.3,80,10,1705,RST,1,1528102982,276,54.418388,2.80E-05,4.80E-05,0.000111,0,0.000111,6,4,939,766,0.165385,0.091881,0.249261,87321,165182,540,990,990,990,0.183748,0.237264,100,54,0.183761,0.237264,990,540,1,1,1
